EGAN00003484499,CRC2811_Normal,XHC122-SI-GA-F5_S1_L005_R2_001.fastq.gz,EGAF00005798445
EGAN00003484500,CRC2795_Core1,XHC097-SI-GA-D10_S1_L007_R1_001.fastq.gz,EGAF00005798450
EGAN00003484500,CRC2795_Core1,XHC097-SI-GA-D10_S1_L007_R2_001.fastq.gz,EGAF00005798451
EGAN00003484501,CRC2794_Normal,XHC096-SI-GA-D9_S1_L005_R1_001.fastq.gz,EGAF00005798514
EGAN00003484501,CRC2794_Normal,XHC096-SI-GA-D9_S1_L005_R2_001.fastq.gz,EGAF00005798515
EGAN00003484502,CRC2794_Invasive2,XHC095-SI-GA-D8_S1_L004_R1_001.fastq.gz,EGAF00005798518
EGAN00003484502,CRC2794_Invasive2,XHC095-SI-GA-D8_S1_L004_R2_001.fastq.gz,EGAF00005798519
EGAN00003484503,CRC2794_Invasive1,XHC094-SI-GA-D7_S1_L003_R1_001.fastq.gz,EGAF00005798512
EGAN00003484503,CRC2794_Invasive1,XHC094-SI-GA-D7_S1_L003_R2_001.fastq.gz,EGAF00005798513
EGAN00003484504,CRC2794_Core2,XHC093-SI-GA-D6_S1_L002_R1_001.fastq.gz,EGAF00005798510
EGAN00003484504,CRC2794_Core2,XHC093-SI-GA-D6_S1_L002_R2_001.fastq.gz,EGAF00005798511
EGAN00003484505,CRC2794_Core1,XHC092-SI-GA-D5_S1_L001_R1_001.fastq.gz,EGAF00005798522
EGAN00003484505,CRC2794_Core1,XHC092-SI-GA-D5_S1_L001_R2_001.fastq.gz,EGAF00005798523
EGAN00003484506,CRC2787_Normal,XHC086-SI-GA-C5_S1_L003_R1_001.fastq.gz,EGAF00005798588
EGAN00003484506,CRC2787_Normal,XHC086-SI-GA-C5_S1_L003_R2_001.fastq.gz,EGAF00005798589
EGAN00003484507,CRC2810_Normal,XHC117-SI-GA-E12_S1_L008_R1_001.fastq.gz,EGAF00005798572
EGAN00003484507,CRC2810_Normal,XHC117-SI-GA-E12_S1_L008_R2_001.fastq.gz,EGAF00005798573
EGAN00003484508,CRC2811_Core1,XHC118-SI-GA-F1_S1_L001_R1_001.fastq.gz,EGAF00005798496
EGAN00003484508,CRC2811_Core1,XHC118-SI-GA-F1_S1_L001_R2_001.fastq.gz,EGAF00005798497
EGAN00003499116,SC024_normal,EXT017_R1.fastq.gz,EGAF00005811584
EGAN00003499116,SC024_normal,EXT017_R2.fastq.gz,EGAF00005811585
EGAN00003499117,SC024_tumor2,EXT016_R1.fastq.gz,EGAF00005811574
EGAN00003499117,SC024_tumor2,EXT016_R2.fastq.gz,EGAF00005811575
EGAN00003499118,SC024_tumor1,EXT015_R1.fastq.gz,EGAF00005811626
EGAN00003499118,SC024_tumor1,EXT015_R2.fastq.gz,EGAF00005811627
EGAN00003499126,SC029_normal,EXT026_R1.fastq.gz,EGAF00005811578
EGAN00003499126,SC029_normal,EXT026_R2.fastq.gz,EGAF00005811579
EGAN00003499127,SC029_tumor2,EXT025_R1.fastq.gz,EGAF00005811580
EGAN00003499127,SC029_tumor2,EXT025_R2.fastq.gz,EGAF00005811581
EGAN00003499128,SC029_tumor1,EXT024_R1.fastq.gz,EGAF00005811628
EGAN00003499128,SC029_tumor1,EXT024_R2.fastq.gz,EGAF00005811629
EGAN00003499145,SC027_normal,EXT020_R1.fastq.gz,EGAF00005811618
EGAN00003499145,SC027_normal,EXT020_R2.fastq.gz,EGAF00005811619
EGAN00003499147,SC027_tumor2,EXT019_R1.fastq.gz,EGAF00005811620
EGAN00003499147,SC027_tumor2,EXT019_R2.fastq.gz,EGAF00005811621
EGAN00003499149,SC027_tumor1,EXT018_R1.fastq.gz,EGAF00005811614
EGAN00003499149,SC027_tumor1,EXT018_R2.fastq.gz,EGAF00005811615
